id,before 1929,1930-1964,1965-1992,1993-2015,before 2015
E02000512,430,1610,660,420,"3,110"
E02000513,60,2030,1080,180,"3,330"
E02000514,180,2600,270,160,"3,220"
E02000515,400,1820,1800,800,"4,810"
E02000516,10,1220,833,790,"2,880"
E02000517,340,2080,480,490,"3,370"
E02000518,1340,1260,360,310,"3,270"
E02000519,843,850,990,270,"2,970"
E02000520,1230,1450,740,750,"4,170"
E02000521,26,2360,430,1230,"4,050"
E02000522,410,1630,900,490,"3,450"
E02000523,413,1930,320,840,"3,510"
E02000524,480,1020,890,310,"2,710"
E02000525,180,1370,1590,120,"3,270"
E02000526,3130,80,190,200,"3,580"
E02000528,720,830,1840,2260,"5,670"
E02000529,320,1240,950,320,"2,850"
E02000530,16,1080,1173,110,"2,370"
E02000531,2110,760,570,1090,"4,540"
E02000532,1820,1010,660,540,"4,030"
E02000533,1950,1180,460,280,"3,890"
E02000534,760,1310,400,490,"2,960"
E02000535,433,1970,350,133,"2,870"
E02000536,920,1190,590,320,"3,020"
E02000537,1640,610,490,300,"3,050"
E02000538,160,2190,320,300,"2,980"
E02000539,1190,1020,410,1810,"4,450"
E02000540,1530,730,730,770,"3,760"
E02000541,1030,810,1030,210,"3,090"
E02000542,1150,780,940,780,"3,650"
E02000543,2120,540,440,1250,"4,360"
E02000544,390,1990,440,80,"2,890"
E02000545,840,620,1670,310,"3,430"
E02000546,860,950,740,510,"3,080"
E02000547,430,2330,730,140,"3,630"
E02000548,160,1770,1000,820,"3,730"
E02000549,590,2980,193,310,"4,090"
E02000550,53,1490,720,1540,"3,830"
E02000551,60,1930,1080,220,"3,280"
E02000552,190,1400,750,980,"3,330"
E02000553,240,1800,440,140,"2,630"
E02000554,1850,610,1430,290,"4,360"
E02000555,1880,283,1483,330,"4,170"
E02000556,3753,360,460,240,"4,960"
E02000557,1870,210,1340,190,"4,170"
E02000558,1323,233,1863,710,"4,170"
E02000559,2413,240,210,1270,"4,200"
E02000560,1970,230,440,540,"3,570"
E02000561,2923,40,73,430,"3,630"
E02000562,1790,1180,460,193,"3,760"
E02000563,1143,1350,1133,190,"3,970"
E02000564,2310,610,590,2503,"6,130"
E02000565,1683,1140,510,330,"3,810"
E02000566,2660,300,340,530,"4,060"
E02000567,3300,450,800,580,"5,220"
E02000568,750,380,1830,1770,"4,870"
E02000569,1930,1260,1190,493,"4,950"
E02000570,3330,140,480,420,"4,440"
E02000571,1570,790,830,820,"4,090"
E02000572,493,1450,1090,570,"3,650"
E02000573,3050,180,580,810,"4,750"
E02000574,2973,730,570,960,"5,390"
E02000575,2080,1330,1110,2560,"7,340"
E02000576,1170,1390,1343,1500,"5,680"
E02000577,433,510,1860,670,"3,630"
E02000578,760,970,183,480,"2,470"
E02000579,3000,180,640,120,"4,040"
E02000580,3540,290,690,73,"4,620"
E02000581,690,780,1560,233,"3,320"
E02000582,3340,510,260,33,"4,190"
E02000583,3050,260,340,63,"3,750"
E02000584,3210,680,280,290,"4,510"
E02000585,2970,650,333,350,"4,350"
E02000586,3920,180,200,73,"4,410"
E02000587,2930,650,250,63,"3,930"
E02000588,4750,530,390,130,"5,830"
E02000589,3890,83,293,690,"4,980"
E02000590,2530,2220,120,23,"4,910"
E02000591,3043,50,320,650,"4,100"
E02000592,3583,310,203,250,"4,360"
E02000593,3900,160,190,120,"4,420"
E02000594,2780,1000,360,163,"4,320"
E02000595,2990,610,450,280,"4,360"
E02000596,2970,470,200,280,"4,000"
E02000597,1610,303,1070,530,"3,620"
E02000598,500,1710,330,520,"3,060"
E02000599,270,1560,450,170,"2,470"
E02000600,1170,800,1260,200,"3,400"
E02000601,2180,380,440,1720,"4,730"
E02000602,1580,510,1300,650,"4,060"
E02000603,900,1090,350,493,"2,840"
E02000604,1820,1020,350,230,"3,450"
E02000605,1440,1160,450,150,"3,210"
E02000606,1860,1140,1080,1080,"5,190"
E02000607,1100,1060,280,70,"2,530"
E02000608,1740,760,450,480,"3,450"
E02000609,170,2200,270,110,"2,750"
E02000610,1060,750,1650,310,"3,790"
E02000611,220,2430,23,40,"2,700"
E02000612,113,2510,230,310,"3,150"
E02000613,1630,850,590,150,"3,210"
E02000614,420,2260,230,320,"3,240"
E02000615,240,2380,250,90,"2,960"
E02000616,16,1780,490,110,"2,400"
E02000617,140,2160,390,680,"3,380"
E02000619,610,910,1750,850,"4,160"
E02000620,1470,1530,600,1310,"4,920"
E02000621,1940,910,600,2030,"5,650"
E02000622,1780,780,860,410,"3,860"
E02000623,593,1520,1160,173,"3,450"
E02000624,1430,820,1040,860,"4,220"
E02000625,490,2440,260,620,"3,830"
E02000626,890,1550,840,200,"3,500"
E02000627,1843,1000,510,890,"4,360"
E02000628,950,830,1450,790,"4,070"
E02000629,2510,410,540,540,"4,080"
E02000630,1720,450,780,510,"3,580"
E02000631,3010,510,170,260,"3,960"
E02000632,3490,150,43,580,"4,310"
E02000633,1620,780,950,550,"3,920"
E02000634,930,1040,790,330,"3,160"
E02000635,2450,450,590,660,"4,170"
E02000636,2383,320,250,330,"3,320"
E02000637,3140,500,90,140,"3,920"
E02000638,1450,1520,860,330,"4,200"
E02000639,600,2450,390,460,"3,920"
E02000640,2340,1130,330,140,"3,960"
E02000641,350,1770,890,550,"3,590"
E02000642,2510,460,910,260,"4,210"
E02000643,2350,900,240,180,"3,740"
E02000644,2230,850,330,230,"3,640"
E02000645,2720,550,420,380,"4,130"
E02000646,2250,890,410,280,"3,870"
E02000647,1550,920,760,210,"3,510"
E02000648,1090,910,1020,400,"3,450"
E02000649,3790,510,420,570,"5,370"
E02000650,1920,420,990,210,"3,550"
E02000651,2420,630,280,190,"3,560"
E02000652,110,2080,63,313,"2,560"
E02000653,433,110,1610,1810,"4,140"
E02000654,520,680,1120,910,"3,400"
E02000655,1070,33,1560,830,"3,670"
E02000657,1980,560,620,460,"4,160"
E02000658,1953,520,390,340,"3,460"
E02000659,1250,820,830,410,"3,480"
E02000660,2120,420,240,1020,"3,950"
E02000661,1110,980,860,160,"3,270"
E02000662,1463,870,430,550,"3,410"
E02000663,2250,390,43,100,"2,900"
E02000664,1730,670,860,1910,"5,590"
E02000665,2100,400,700,230,"3,510"
E02000666,1660,650,183,230,"2,850"
E02000667,1730,660,13,130,"2,570"
E02000668,1170,750,720,130,"2,800"
E02000669,2130,230,90,870,"3,420"
E02000670,2100,150,140,430,"2,910"
E02000671,2250,640,510,210,"3,780"
E02000672,2530,380,530,213,"3,750"
E02000673,1580,900,740,250,"3,580"
E02000674,3043,20,13,40,"3,120"
E02000675,1040,1310,840,200,"3,540"
E02000676,2430,390,210,190,"3,330"
E02000677,1870,580,70,180,"2,750"
E02000678,1293,810,110,323,"2,550"
E02000679,1100,1280,870,190,"3,500"
E02000680,740,1160,900,240,"3,120"
E02000681,1990,650,520,160,"3,400"
E02000682,240,2770,53,230,"3,350"
E02000683,660,980,790,380,"2,840"
E02000685,870,720,1580,320,"3,670"
E02000686,933,1120,540,240,"2,970"
E02000687,2050,460,720,200,"3,570"
E02000689,2190,280,140,760,"3,410"
E02000690,870,540,720,260,"2,430"
E02000691,2080,420,290,240,"3,060"
E02000692,1530,800,890,620,"3,900"
E02000693,2450,320,690,600,"4,070"
E02000694,2820,150,500,490,"3,970"
E02000695,2320,440,90,80,"2,960"
E02000696,1320,400,1110,440,"3,280"
E02000697,2470,180,580,410,"3,650"
E02000698,1850,750,420,260,"3,290"
E02000699,2430,510,180,130,"3,270"
E02000700,430,1090,1450,480,"3,470"
E02000701,1280,910,433,470,"3,110"
E02000702,630,1230,1010,610,"3,470"
E02000703,1580,1120,153,200,"3,060"
E02000704,1460,1380,500,270,"3,630"
E02000705,1480,1103,210,420,"3,220"
E02000706,610,1320,930,630,"3,530"
E02000707,463,1140,970,260,"2,840"
E02000708,1440,1480,80,190,"3,210"
E02000709,50,2590,223,53,"2,930"
E02000710,730,1650,600,350,"3,380"
E02000711,520,2450,190,363,"3,520"
E02000712,393,2640,120,180,"3,350"
E02000713,30,2660,50,103,"2,850"
E02000714,1700,380,380,300,"2,770"
E02000715,1420,240,486,80,"2,220"
E02000716,1653,273,160,190,"2,340"
E02000717,1610,210,360,213,"2,490"
E02000718,910,180,990,250,"2,350"
E02000719,1520,340,670,400,"2,940"
E02000720,2043,80,6,33,"2,190"
E02000721,2220,300,130,140,"2,800"
E02000722,1840,190,490,500,"3,060"
E02000723,2580,110,40,30,"2,760"
E02000724,2260,130,26,70,"2,500"
E02000725,1340,580,680,1243,"3,880"
E02000726,693,410,1380,5340,"7,920"
E02000727,1920,100,173,50,"2,270"
E02000728,2090,130,110,33,"2,390"
E02000729,1650,140,280,103,"2,180"
E02000730,2193,100,50,120,"2,460"
E02000731,2350,143,153,73,"2,720"
E02000732,1250,590,370,70,"2,290"
E02000733,1020,860,1180,480,"3,560"
E02000734,903,493,790,490,"2,670"
E02000735,1620,370,220,160,"2,400"
E02000736,1450,720,410,110,"2,700"
E02000737,1880,890,230,113,"3,140"
E02000738,2350,83,80,50,"2,560"
E02000739,1250,280,520,300,"2,370"
E02000740,700,560,750,630,"2,650"
E02000741,2160,340,130,130,"2,760"
E02000742,1670,730,63,133,"2,600"
E02000743,650,1160,820,630,"3,280"
E02000744,1930,580,340,220,"3,060"
E02000745,470,170,1850,400,"2,890"
E02000746,70,3,610,2050,"2,820"
E02000747,493,1200,1040,1900,"4,620"
E02000748,3,20,2090,286,"2,400"
E02000749,170,900,1410,900,"3,430"
E02000750,420,956,460,3340,"5,190"
E02000751,1140,1880,1060,400,"4,490"
E02000752,53,2270,430,170,"2,920"
E02000753,90,1670,480,240,"2,480"
E02000754,550,1660,300,160,"2,680"
E02000755,300,1380,400,140,"2,220"
E02000756,390,3230,640,860,"5,140"
E02000757,2010,1230,710,1180,"5,130"
E02000758,50,1870,310,43,"2,270"
E02000759,1290,2410,850,300,"4,870"
E02000760,160,1800,430,323,"2,710"
E02000762,700,1160,270,30,"2,160"
E02000763,520,1380,290,330,"2,510"
E02000764,1980,1830,1020,670,"5,510"
E02000765,860,1070,130,210,"2,260"
E02000767,630,1300,230,513,"2,660"
E02000768,1080,740,310,120,"2,260"
E02000769,690,2640,670,1410,"5,440"
E02000770,1380,850,170,80,"2,490"
E02000772,1083,930,80,470,"2,570"
E02000773,1630,410,250,580,"2,870"
E02000774,2040,200,43,50,"2,330"
E02000776,1900,60,80,70,"2,100"
E02000777,1410,330,560,90,"2,400"
E02000779,2590,80,30,213,"2,930"
E02000780,3570,150,143,850,"4,720"
E02000781,2300,1790,63,233,"4,390"
E02000782,1650,213,230,880,"2,970"
E02000783,800,440,360,563,"2,170"
E02000784,3230,280,290,620,"4,460"
E02000785,2940,680,520,220,"4,420"
E02000786,2990,1080,660,350,"5,140"
E02000787,2610,640,630,1140,"5,120"
E02000788,2910,430,250,150,"3,770"
E02000789,1620,660,600,170,"3,070"
E02000790,2040,260,70,340,"2,740"
E02000791,2020,540,440,200,"3,260"
E02000792,1970,640,260,420,"3,330"
E02000793,920,1730,440,120,"3,220"
E02000794,770,1530,280,120,"2,700"
E02000795,1080,1080,310,150,"2,670"
E02000796,793,2400,560,250,"4,010"
E02000797,2280,370,360,360,"3,420"
E02000798,1410,2200,460,280,"4,410"
E02000799,1050,540,720,150,"2,530"
E02000800,180,1330,650,53,"2,210"
E02000801,1790,383,470,390,"3,050"
E02000802,1500,530,580,360,"2,980"
E02000803,460,1070,2310,270,"4,140"
E02000804,1730,360,760,320,"3,230"
E02000805,1810,630,1390,940,"4,880"
E02000806,2250,680,840,410,"4,330"
E02000807,50,320,1690,1620,"4,000"
E02000808,900,860,750,2790,"5,830"
E02000809,880,810,1300,3500,"6,970"
E02000810,203,1980,710,2050,"5,210"
E02000812,580,1840,740,1270,"4,750"
E02000813,470,1770,643,1280,"4,480"
E02000814,153,430,1610,1410,"4,210"
E02000815,523,900,640,720,"2,870"
E02000816,363,223,2170,900,"4,080"
E02000817,106,290,1450,480,"3,040"
E02000818,1243,650,760,660,"3,420"
E02000819,720,1280,1080,440,"3,640"
E02000820,1163,1250,940,1310,"4,730"
E02000821,763,520,1570,350,"3,300"
E02000822,740,1400,1380,70,"3,610"
E02000823,1180,710,1030,570,"3,580"
E02000824,570,1410,950,410,"3,650"
E02000825,26,763,563,1980,"3,810"
E02000826,1070,1010,870,630,"3,770"
E02000827,1400,1440,1030,450,"4,490"
E02000828,1013,580,930,520,"3,350"
E02000829,2070,253,1410,870,"4,760"
E02000830,2373,140,990,350,"4,010"
E02000831,2630,510,300,710,"4,230"
E02000832,1540,670,1310,760,"4,340"
E02000833,353,2080,283,280,"3,100"
E02000834,3370,130,240,360,"4,300"
E02000835,1950,700,160,310,"3,120"
E02000836,3070,100,210,36,"3,500"
E02000837,2650,340,213,90,"3,380"
E02000838,2490,690,510,250,"4,070"
E02000839,440,2010,960,170,"3,620"
E02000840,170,2460,200,430,"3,270"
E02000841,66,2890,110,313,"3,380"
E02000842,750,1890,220,100,"2,970"
E02000843,550,1100,920,940,"3,550"
E02000844,440,2010,340,400,"3,190"
E02000845,620,2000,170,900,"3,750"
E02000846,580,1690,340,150,"2,770"
E02000847,520,2070,700,230,"3,590"
E02000848,203,2420,223,90,"2,960"
E02000849,1020,1010,780,390,"3,200"
E02000850,1330,1660,810,290,"4,130"
E02000851,1070,840,1670,810,"4,430"
E02000852,1710,750,570,180,"3,220"
E02000853,1320,890,700,300,"3,210"
E02000854,1730,630,360,320,"3,090"
E02000855,720,1840,240,290,"3,200"
E02000856,1890,650,740,390,"3,680"
E02000857,560,1040,2150,370,"4,160"
E02000858,540,130,1300,1250,"3,250"
E02000859,1190,910,1200,260,"3,580"
E02000860,500,460,2620,500,"4,140"
E02000861,930,1560,280,133,"2,940"
E02000863,340,1370,380,310,"2,440"
E02000864,463,350,1500,1590,"3,940"
E02000865,560,1350,420,560,"2,920"
E02000866,1920,290,1190,600,"4,060"
E02000867,1060,240,910,2620,"4,830"
E02000868,600,880,840,530,"2,890"
E02000869,910,660,800,300,"2,670"
E02000870,773,940,650,240,"2,600"
E02000871,190,1200,960,1400,"3,930"
E02000872,850,900,560,1210,"3,580"
E02000873,193,1260,580,1180,"3,880"
E02000874,730,1000,560,530,"2,820"
E02000875,510,850,1150,2070,"4,590"
E02000876,840,860,510,740,"2,960"
E02000877,420,530,1690,1370,"4,020"
E02000878,1440,920,920,2070,"5,390"
E02000879,780,810,910,740,"3,230"
E02000880,500,1150,470,210,"2,350"
E02000881,333,460,930,1090,"2,850"
E02000882,490,540,450,2140,"3,600"
E02000883,140,1303,660,1050,"3,210"
E02000884,1540,750,430,2470,"5,580"
E02000885,480,463,880,870,"2,690"
E02000886,430,630,640,2010,"3,780"
E02000887,420,1200,860,1030,"3,620"
E02000888,363,670,720,1820,"3,600"
E02000889,350,290,1910,1060,"3,600"
E02000890,920,400,1370,720,"3,400"
E02000891,140,570,800,4880,"6,620"
E02000893,170,330,1920,600,"3,050"
E02000894,240,390,1213,2840,"4,740"
E02000895,380,2230,600,140,"3,430"
E02000896,1580,1210,880,270,"3,960"
E02000897,500,2390,400,140,"3,440"
E02000898,700,1400,750,300,"3,160"
E02000899,1160,1760,120,230,"3,270"
E02000900,1330,780,420,660,"3,190"
E02000901,1830,1380,300,330,"3,880"
E02000902,1490,810,700,220,"3,250"
E02000903,1460,1080,430,210,"3,210"
E02000904,1880,630,43,393,"2,940"
E02000905,2430,740,40,190,"3,440"
E02000906,2900,430,23,300,"3,690"
E02000907,1280,1280,1230,250,"4,060"
E02000908,2590,510,460,760,"4,380"
E02000909,2030,830,330,410,"3,660"
E02000910,3020,310,570,320,"4,280"
E02000911,3450,110,290,620,"4,580"
E02000912,2040,150,590,430,"3,220"
E02000913,2550,310,80,153,"3,120"
E02000914,2280,650,320,680,"3,950"
E02000915,2610,410,240,63,"3,390"
E02000916,2980,230,70,330,"3,620"
E02000917,3040,240,70,210,"3,600"
E02000918,2000,440,670,293,"3,470"
E02000919,3090,100,53,130,"3,390"
E02000920,1890,670,270,790,"3,690"
E02000921,2190,140,890,800,"4,060"
E02000922,3170,210,290,80,"3,770"
E02000923,1390,660,1320,550,"3,930"
E02000924,1000,1350,1480,1980,"5,900"
E02000925,1120,800,1290,320,"3,570"
E02000926,1056,710,1210,2240,"5,280"
E02000927,2400,140,630,200,"3,390"
E02000928,2640,540,400,143,"3,770"
E02000929,183,780,1940,410,"3,330"
E02000930,3160,203,910,790,"5,100"
E02000931,3410,70,33,80,"3,620"
E02000932,2683,350,400,2000,"5,490"
E02000933,1770,1020,840,340,"3,980"
E02000934,2800,440,550,520,"4,350"
E02000935,33,1473,970,140,"2,630"
E02000936,850,1820,1140,730,"4,570"
E02000937,2510,190,300,240,"3,270"
E02000938,920,2600,310,603,"4,450"
E02000939,2490,210,170,120,"3,010"
E02000940,1080,890,900,1260,"4,120"
E02000941,3420,280,330,180,"4,250"
E02000942,2540,660,560,190,"3,970"
E02000943,2560,590,310,460,"3,940"
E02000944,63,1720,620,520,"2,950"
E02000945,230,1680,780,220,"2,930"
E02000946,1910,660,230,410,"3,230"
E02000947,2920,290,280,390,"3,890"
E02000948,2950,200,520,960,"4,640"
E02000949,2880,580,340,340,"4,210"
E02000950,290,1590,1160,310,"3,360"
E02000951,1940,630,190,290,"3,090"
E02000952,2110,150,240,100,"2,610"
E02000953,1690,440,190,720,"3,060"
E02000954,2040,190,40,60,"2,360"
E02000955,2460,120,20,120,"2,730"
E02000956,2133,290,520,230,"3,230"
E02000957,3270,200,500,420,"4,410"
E02000958,2450,250,320,30,"3,070"
E02000959,2110,480,353,150,"3,110"
E02000960,1050,1940,510,150,"3,700"
E02000961,2030,1750,460,93,"4,360"
E02000962,1580,1630,1230,620,"5,070"
E02000963,2870,173,800,340,"4,200"
E02000964,4170,50,840,610,"5,690"
E02000965,3770,90,180,80,"4,130"
E02000966,3930,610,120,220,"4,910"
E02000967,2310,850,730,560,"4,490"
E02000968,1470,1340,2150,880,"5,990"
E02000969,480,1110,1520,790,"3,900"
E02000970,3950,1430,610,610,"6,670"
E02000971,3060,1480,350,480,"5,410"
E02000972,3180,320,1020,760,"5,380"
E02000973,4390,200,800,250,"5,680"
E02000974,1850,1410,1460,1190,"5,950"
E02000975,3610,680,250,333,"4,930"
E02000976,2723,1950,800,180,"5,680"
E02000977,3580,610,890,1040,"6,300"
E02000978,4280,760,370,620,"6,080"
E02000979,2490,450,440,1440,"5,020"
E02000980,1170,1390,930,1510,"5,070"
E02000981,4370,180,50,353,"5,020"
E02000982,2020,1020,560,1300,"5,100"
E02000983,1060,2730,750,300,"4,870"
E02006782,950,1620,540,120,"3,250"
E02006783,2753,100,0,180,"3,030"
E02006784,1590,1090,400,173,"3,270"
E02006785,160,1890,530,53,"2,630"
E02006786,1180,1290,163,83,"2,730"
E02006787,1320,1300,260,260,"3,140"
E02006788,1350,1030,443,80,"2,950"
E02006789,450,880,1020,420,"2,810"
E02006791,2060,250,550,480,"3,370"
E02006792,2410,710,620,350,"4,080"
E02006793,600,1280,880,620,"3,370"
E02006794,1280,450,870,450,"3,060"
E02006795,3,2563,93,36,"2,690"
E02006796,46,2600,670,150,"3,460"
E02006798,263,680,1490,800,"3,540"
E02006799,2900,360,220,410,"3,900"
E02006800,2870,400,470,700,"4,430"
E02006801,1260,860,460,1670,"4,280"
E02006802,1270,680,510,570,"3,320"
E02006836,900,990,660,720,"3,290"
E02006853,70,240,630,2840,"3,910"
E02006854,120,3,340,3820,"4,340"
E02006882,1693,2520,160,80,"4,460"
E02006918,580,720,680,1150,"3,150"
E02006921,1090,1410,310,150,"2,970"
E02006924,2590,1210,113,200,"4,110"
E02006925,740,3070,130,180,"4,110"
E02006927,360,2380,330,1120,"4,260"
E02006928,290,660,310,3550,"4,850"
E02006929,813,500,640,2230,"4,210"
E02006930,1980,160,400,900,"3,480"
E02006931,2110,690,830,570,"4,260"
